y,gender,senior,married,time,phone,lines,internet,security,backup,protection,support,TV,movies,billing,payment,chargesMonth,chargesTotal
1,Female,0,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,Electronic check,80.45,3398.9
2,Male,0,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.35,758.6
1,Male,0,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.35,1715.15
1,Male,0,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Electronic check,81.25,5567.55
1,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Credit card (automatic),43.95,43.95
1,Female,0,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,88.15,6148.45
1,Female,1,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.85,3204.4
2,Male,1,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,83.85,790.15
1,Female,0,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.55,372.45
1,Female,0,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),106.4,7251.9
1,Male,0,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,No,Electronic check,86.25,770.5
1,Female,0,Yes,62,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,84.95,5150.55
1,Male,0,Yes,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,Credit card (automatic),59.05,1882.8
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,55,55
1,Male,1,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),101.9,5265.5
1,Male,0,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Mailed check,50.15,50.15
1,Female,0,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.6,1868.4
1,Female,0,No,35,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,24.15,812.5
1,Male,0,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,52,2884.9
1,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.1,19.1
1,Female,0,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.95,1718.35
1,Female,0,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Mailed check,54.45,1893.5
1,Female,0,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),59.45,780.85
1,Male,0,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.7,7472.15
2,Male,0,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.1,1873.7
1,Male,0,Yes,24,No,No phone service,DSL,No,No,Yes,No,No,No,No,Electronic check,29.1,688
2,Male,1,Yes,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),59.9,2816.65
1,Male,0,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Electronic check,59.6,2094.9
1,Male,0,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),53.7,521
2,Male,0,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100.2,420.2
1,Female,0,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes,Electronic check,35.15,1051.05
1,Male,0,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),25.3,1474.35
1,Male,0,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),64.8,4719.75
1,Male,0,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),52.1,670.65
1,Male,0,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),83.55,6093.3
1,Male,0,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,No,Mailed check,60.65,196.9
2,Female,1,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Mailed check,25.8,25.8
1,Male,1,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,113.6,6292.7
1,Male,0,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.7,7849.85
1,Female,0,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),89.95,5974.3
1,Male,0,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.45,7459
1,Male,0,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.8,342.3
2,Female,0,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Electronic check,82.4,1592.35
1,Female,0,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Bank transfer (automatic),64.65,2347.85
1,Female,0,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Electronic check,55.7,3131.8
1,Female,1,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.55,2419
1,Female,1,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),108.1,7181.95
1,Male,0,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),59.2,1191.2
1,Male,0,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),80.9,4932.5
1,Male,0,Yes,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),74.55,4191.45
1,Male,0,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),99.3,2513.5
1,Female,0,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),81.3,3190.65
1,Female,0,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.3,772.4
1,Male,1,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),74,3919.15
1,Female,0,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.7,1341.5
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,20.05
1,Male,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,83.75
1,Female,0,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Electronic check,53.45,3053
1,Male,0,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Bank transfer (automatic),79.5,795.65
2,Male,1,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,104.2,5568.35
1,Male,0,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,104,6363.45
2,Male,0,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),57.55,3046.4
1,Female,0,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,No,Bank transfer (automatic),29.45,161.45
2,Female,0,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,74.4,139.4
1,Male,0,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Electronic check,70.7,3770
1,Male,0,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),48.4,3442.8
1,Male,0,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,54.3,2317.1
2,Male,0,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),101.35,2317.1
1,Male,0,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Mailed check,64.95,547.8
1,Female,0,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,89.75,552.65
1,Male,0,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),23.4,1429.65
1,Male,0,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,84.9,3369.05
1,Female,0,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,71.1,213.35
1,Male,0,No,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes,Electronic check,40.45,1912.85
1,Male,0,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,102.4,6444.05
1,Male,0,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),100.3,6603.8
1,Male,0,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Credit card (automatic),85.2,2151.6
1,Female,0,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,210.65
2,Female,0,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,80.2,80.2
2,Male,0,No,9,Yes,No,DSL,No,No,No,No,Yes,No,No,Electronic check,55.35,449.75
2,Male,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.35,74.35
2,Female,0,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.75,706.6
1,Female,0,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),41.1,1597.05
1,Male,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.35,1153.25
1,Female,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.55,57.4
1,Female,0,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,85.1,6155.4
2,Female,0,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card (automatic),81,389.6
2,Female,0,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),103.25,5037.55
2,Male,0,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.85,635.6
2,Female,0,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,83,5685.8
1,Male,1,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),80.35,5589.3
1,Male,0,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),96.1,3646.8
1,Female,0,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Bank transfer (automatic),56.3,401.5
1,Male,1,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.7,1174.35
1,Male,0,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,50.15,160.85
1,Female,0,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.65,20.65
1,Male,0,Yes,21,Yes,No,DSL,No,No,No,No,Yes,No,No,Bank transfer (automatic),54.6,1125.2
1,Male,1,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.1,5376.4
1,Male,0,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),81.35,5398.6
1,Male,0,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),84.85,2048.8
2,Female,0,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.6,1115.2
1,Male,0,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Electronic check,61.4,3638.25
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),114.1,8086.4
1,Male,0,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,84.95,4984.85
1,Female,0,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),100.5,7030.65
1,Male,0,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Yes,Mailed check,82.3,214.4
2,Female,1,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.55,1131.2
2,Female,0,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,89.35,461.7
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),71.45,5025.85
1,Female,0,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,48.8,720.1
1,Female,0,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.15,7998.8
2,Male,1,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.1,1712.7
1,Female,0,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.75,1311.6
2,Male,0,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),107.35,5118.95
1,Male,0,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,No,Credit card (automatic),33.7,1537.85
1,Male,0,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,377.85
1,Male,0,No,1,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.75,50.75
1,Female,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),23.3,1623.15
1,Male,0,Yes,54,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,No,Credit card (automatic),46,2424.05
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.05,45.05
2,Male,1,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.6,1281
1,Female,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.15,1776.45
1,Female,0,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,51,286.8
2,Male,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,19.4,374.5
2,Male,0,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,102.6,4213.35
1,Female,0,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Mailed check,75.8,4415.75
1,Male,0,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,19.2,239
2,Female,0,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),80.3,3058.65
1,Female,0,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.05,369.1
1,Male,1,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,73,2471.25
2,Female,0,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.2,1553.9
1,Male,0,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Mailed check,52.7,3019.7
1,Female,0,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),50.95,229.4
2,Male,0,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),43.75,903.6
1,Male,1,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.15,6792.45
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,45.65,45.65
1,Female,0,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.75,452.35
1,Female,1,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.05,3944.5
1,Male,1,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,100.75,6674.65
1,Female,0,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,80.2,4297.6
2,Female,0,No,18,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Electronic check,35,553
1,Female,1,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.65,330.6
2,Female,1,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,235.5
1,Female,0,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),23.9,1663.5
1,Male,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.75,1859.1
2,Female,1,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.95,3186.65
1,Female,0,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,53.55,53.55
2,Male,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.3,264.8
1,Female,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.55,6239.05
2,Female,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.25,70.25
1,Female,0,Yes,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),37.7,2288.7
2,Female,1,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,102.8,2660.2
1,Female,0,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.15,2494.65
1,Female,1,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Credit card (automatic),101.55,5070.4
2,Female,0,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Electronic check,35.1,446.1
1,Male,0,No,18,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,25.15,476.8
1,Female,0,Yes,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Mailed check,96.9,6314.35
1,Male,1,Yes,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),36.1,2298.9
2,Male,1,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),79.9,343.95
1,Female,1,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,96.55,2263.45
1,Female,0,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Electronic check,30.5,167.2
2,Male,1,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,80.3,80.3
1,Male,1,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.85,1901
2,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.1,44.1
2,Female,1,Yes,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),55.55,2342.2
1,Male,0,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.05,902
2,Female,0,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,83.6,404.2
1,Female,1,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,48.2,340.35
1,Female,0,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Electronic check,55.45,2444.25
1,Female,0,Yes,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Yes,Mailed check,54.7,1178.75
2,Male,0,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,77.85,3365.85
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Mailed check,53.5,53.5
1,Female,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.3,228.75
1,Male,0,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Credit card (automatic),66.1,4428.45
1,Female,0,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),85,5607.75
2,Male,1,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.45,1200.15
1,Female,1,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),105,7578.05
2,Female,0,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Mailed check,60.4,272.15
2,Male,1,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,102.95,7101.5
1,Female,1,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,109.1,5647.95
1,Male,1,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,21.25,204.55
1,Female,0,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Bank transfer (automatic),68.75,3815.4
1,Male,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.55,1867.7
1,Female,0,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.95,1288
2,Female,0,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,Electronic check,94.4,1607.2
2,Female,0,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),101.9,3545.35
1,Male,1,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.5,429.55
1,Male,0,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),85.05,999.8
1,Female,0,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.75,5597.65
2,Male,0,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,738.2
1,Male,0,Yes,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),54.3,2390.45
1,Male,0,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),89.65,3161.6
